   TESTNO,               DATE,     RANK,   CODE,                                             TYPE,   LOAD,SPINDLE,  RFVcw,RFVcw1H,RFVcw2H,RFVcw3H,  LFVcw,LFVcw1H,LFVcw2H,LFVcw3H,  LFDcw,  RFVcc,RFVcc1H,RFVcc2H,RFVcc3H,  LFVcc,LFVcc1H,LFVcc2H,LFVcc3H,  LFDcc,    CON,    PLY,   RROt,   RROc, RROc1H,   RROb,   LROt, LROt1H,   LROb, LROb1H, BULGEt, BULGEb,  DENTt,  DENTb, DRRAvg,RFVcwRANK,RFVcw1HRANK,LFVcwRANK,LFVcw1HRANK,LFDcwRANK,RFVccRANK,RFVcc1HRANK,LFVccRANK,LFVcc1HRANK,LFDccRANK,CONRANK,PLYRANK,RROtRANK,RROcRANK,RROc1HRANK,RRObRANK,LROtRANK,LROt1HRANK,LRObRANK,LROb1HRANK,BULGEtRANK,BULGEbRANK,DENTtRANK,DENTbRANK,DRRAvgRank,CONTEST,LROtTEST,LRObTEST,RROcTEST,
    186,2018/06/27  16:26:45,        A,   0800,              KT245/45R18YXL        04K117BLBCGK ,  407.3,     59,    6.3,    4.0,    1.4,    1.1,    1.9,    1.5,    0.4,    0.2,   14.6,    5.8,    3.6,    1.2,    0.9,    1.9,    1.3,    0.5,    0.4,  -14.6,    0.0,   14.6,   0.00,   0.14,   0.12,   0.00,   0.00,   0.00,   0.41,   0.14,   0.00,   0.23,   0.00,   0.24, 325.92,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      1,      1,      1,      1,
    187,2018/06/27  16:27:12,        A,   0800,              KT245/45R18YXL        04K117BLBCGK ,  406.5,     59,    5.2,    2.6,    1.4,    0.7,    1.4,    0.8,    0.5,    0.4,   14.6,    4.8,    2.8,    1.3,    0.6,    1.1,    0.4,    0.5,    0.5,  -13.4,    0.6,   14.0,   0.00,   0.34,   0.24,   0.00,   0.00,   0.00,   0.81,   0.46,   0.00,   0.28,   0.00,   0.25, 326.23,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      1,      1,      1,      1,
    188,2018/06/27  16:27:39,        A,   0800,              KT245/45R18YXL        04K117BLBCGK ,  408.0,     59,    5.9,    2.6,    1.1,    0.5,    2.1,    1.7,    0.8,    0.2,   14.6,    5.7,    3.1,    0.6,    0.3,    2.9,    2.4,    0.3,    0.3,  -16.2,   -0.8,   15.4,   0.00,   0.14,   0.09,   0.00,   0.00,   0.00,   0.49,   0.09,   0.00,   0.23,   0.00,   0.27, 326.33,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      1,      1,      1,      1,
    189,2018/06/27  16:28:05,        A,   0800,              KT245/45R18YXL        04K117BLBCGK ,  407.3,     59,    6.3,    3.7,    0.8,    1.0,    2.0,    1.7,    0.6,    0.4,   14.5,    5.9,    3.0,    1.2,    0.9,    2.6,    1.6,    0.8,    0.3,  -13.3,    0.6,   13.9,   0.00,   0.27,   0.15,   0.00,   0.00,   0.00,   0.52,   0.32,   0.00,   0.22,   0.00,   0.23, 326.02,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      1,      1,      1,      1,
    190,2018/06/27  16:28:32,        A,   0800,              KT245/45R18YXL        04K117BLBCGK ,  406.5,     59,    3.3,    2.1,    0.4,    0.3,    1.6,    1.2,    0.4,    0.4,   12.9,    3.8,    2.8,    0.6,    0.5,    2.1,    1.4,    0.2,    0.3,  -14.5,   -0.8,   13.7,   0.00,   0.28,   0.27,   0.00,   0.00,   0.00,   0.24,   0.25,   0.00,   0.07,   0.00,   0.05, 326.13,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      1,      1,      1,      1,
    191,2018/06/27  16:28:59,        A,   0800,              KT245/45R18YXL        04K117BLBCGK ,  408.0,     59,    8.3,    5.5,    0.5,    1.1,    1.3,    0.8,    0.4,    0.2,   14.8,    8.5,    4.8,    1.0,    0.9,    1.4,    1.1,    0.1,    0.3,  -15.1,   -0.1,   15.0,   0.00,   0.30,   0.09,   0.00,   0.00,   0.00,   0.58,   0.22,   0.00,   0.22,   0.00,   0.21, 326.13,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      1,      1,      1,      1,
    192,2018/06/27  16:45:36,        A,   0800,              KT245/45R18YXL        04K117BLBCGK ,  408.0,     59,    7.7,    4.7,    1.5,    0.9,    1.2,    0.5,    0.3,    0.3,   12.9,    6.3,    3.9,    1.1,    0.8,    1.7,    0.5,    0.9,    0.1,  -14.0,   -0.6,   13.4,   0.00,   0.27,   0.23,   0.00,   0.00,   0.00,   0.52,   0.38,   0.00,   0.28,   0.00,   0.20, 326.13,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      1,      1,      1,      1,
    193,2018/06/27  16:46:00,        A,   0800,              KT245/45R18YXL        04K117BLBCGK ,  408.0,     59,    5.9,    3.7,    0.7,    1.6,    3.1,    2.6,    0.1,    0.2,   15.8,    5.3,    3.2,    0.2,    1.6,    2.5,    2.3,    0.1,    0.5,  -15.2,    0.3,   15.5,   0.00,   0.16,   0.12,   0.00,   0.00,   0.00,   0.43,   0.07,   0.00,   0.25,   0.00,   0.23, 325.60,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      1,      1,      1,      1,
    194,2018/06/27  16:46:27,        A,   0800,              KT245/45R18YXL        04K117BLBCGK ,  406.5,     59,    5.4,    3.4,    1.9,    0.9,    1.4,    0.7,    0.1,    0.5,   13.3,    4.8,    2.4,    1.2,    1.1,    1.6,    0.8,    0.5,    0.6,  -14.8,   -0.8,   14.0,   0.00,   0.19,   0.13,   0.00,   0.00,   0.00,   0.40,   0.19,   0.00,   0.23,   0.00,   0.25, 325.71,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      1,      1,      1,      1,
    195,2018/06/27  16:46:54,        A,   0800,              KT245/45R18YXL        04K117BLBCGK ,  407.3,     59,    7.1,    5.8,    0.3,    0.4,    1.8,    0.5,    0.9,    0.5,   14.3,    5.5,    4.4,    0.3,    0.3,    1.7,    0.5,    0.5,    0.5,  -12.5,    0.9,   13.4,   0.00,   0.25,   0.20,   0.00,   0.00,   0.00,   0.27,   0.13,   0.00,   0.06,   0.00,   0.04, 325.81,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      1,      1,      1,      1,
    196,2018/06/27  16:47:22,        B,   0800,              KT245/45R18YXL        04K117BLBCGK ,  406.5,     59,    8.0,    6.2,    2.0,    1.3,    4.2,    3.9,    0.6,    0.3,   15.4,    8.4,    6.9,    1.6,    1.2,    4.4,    4.1,    0.4,    0.7,  -13.8,    0.8,   14.6,   0.00,   0.24,   0.24,   0.00,   0.00,   0.00,   0.63,   0.35,   0.00,   0.23,   0.00,   0.24, 326.13,      A,      B,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      1,      1,      1,      1,
    197,2018/06/27  16:47:49,        A,   0800,              KT245/45R18YXL        04K117BLBCGK ,  408.0,     59,    4.1,    2.4,    0.2,    0.9,    1.4,    0.9,    0.5,    0.4,   14.5,    3.8,    2.5,    0.4,    0.6,    1.5,    0.8,    0.5,    0.6,  -14.7,   -0.1,   14.6,   0.00,   0.23,   0.16,   0.00,   0.00,   0.00,   0.37,   0.23,   0.00,   0.21,   0.00,   0.24, 326.13,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      1,      1,      1,      1,
    198,2018/06/27  16:48:29,        A,   0800,              KT245/45R18YXL        04K117BLBCGK ,  406.5,     59,    6.0,    3.4,    1.6,    2.0,    1.9,    1.6,    0.2,    0.7,   16.4,    5.0,    3.1,    1.4,    1.7,    2.1,    1.5,    0.5,    0.1,  -13.3,    1.5,   14.8,   0.00,   0.30,   0.31,   0.00,   0.00,   0.00,   0.68,   0.33,   0.00,   0.26,   0.00,   0.26, 326.13,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      1,      1,      1,      1,
    199,2018/06/27  16:48:56,        A,   0800,              KT245/45R18YXL        04K117BLBCGK ,  408.0,     59,    4.9,    2.9,    1.1,    0.6,    2.1,    1.2,    0.9,    0.4,   14.0,    5.2,    3.2,    1.3,    0.5,    2.3,    1.1,    1.0,    0.3,  -15.7,   -0.9,   14.9,   0.00,   0.16,   0.07,   0.00,   0.00,   0.00,   0.38,   0.29,   0.00,   0.08,   0.00,   0.06, 325.92,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      1,      1,      1,      1,
    200,2018/06/27  16:49:23,        A,   0800,              KT245/45R18YXL        04K117BLBCGK ,  407.3,     59,    6.5,    3.8,    1.8,    0.2,    2.2,    1.3,    0.5,    0.3,   15.3,    6.7,    3.8,    1.9,    0.3,    1.2,    0.4,    0.1,    0.3,  -13.4,    0.9,   14.3,   0.00,   0.22,   0.12,   0.00,   0.00,   0.00,   0.39,   0.04,   0.00,   0.20,   0.00,   0.22, 325.81,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      1,      1,      1,      1,
    201,2018/06/27  16:50:52,        A,   0800,              KT245/45R18YXL        04K117BLBCGK ,  406.5,     60,    6.7,    5.2,    1.3,    0.8,    2.1,    1.1,    1.3,    0.1,   14.5,    5.2,    3.4,    1.0,    0.6,    1.5,    0.9,    0.6,    0.1,  -14.3,    0.1,   14.4,   0.00,   0.18,   0.09,   0.00,   0.00,   0.00,   0.61,   0.11,   0.00,   0.26,   0.00,   0.16, 325.92,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      1,      1,      1,      1,
    202,2018/06/27  16:51:17,        A,   0800,              KT245/45R18YXL        04K117BLBCGK ,  406.5,     59,    4.3,    2.6,    1.4,    0.9,    2.8,    1.6,    1.3,    0.2,   13.7,    3.5,    0.9,    1.0,    0.8,    1.3,    0.5,    0.7,    0.2,  -14.3,   -0.3,   14.0,   0.00,   0.28,   0.14,   0.00,   0.00,   0.00,   0.22,   0.08,   0.00,   0.05,   0.00,   0.05, 326.02,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      1,      1,      1,      1,
    203,2018/06/27  16:51:43,        A,   0800,              KT245/45R18YXL        04K117BLBCGK ,  407.3,     59,    2.6,    1.3,    0.3,    0.1,    1.6,    1.0,    0.4,    0.3,   13.8,    2.8,    1.4,    0.4,    0.3,    2.0,    1.0,    0.8,    0.0,  -13.6,    0.1,   13.7,   0.00,   0.25,   0.06,   0.00,   0.00,   0.00,   0.46,   0.07,   0.00,   0.26,   0.00,   0.24, 326.23,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      1,      1,      1,      1,
    204,2018/06/27  17:06:16,        A,   0800,              KT245/45R18YXL        04K117BLBCGK ,  408.0,     59,    5.6,    3.9,    1.9,    1.2,    2.3,    1.2,    0.8,    0.4,   12.8,    5.3,    3.0,    1.6,    1.3,    2.4,    0.8,    0.8,    0.3,  -13.8,   -0.5,   13.3,   0.00,   0.23,   0.26,   0.00,   0.00,   0.00,   0.71,   0.21,   0.00,   0.26,   0.00,   0.33, 326.13,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      1,      1,      1,      1,
    205,2018/06/27  17:06:41,        A,   0800,              KT245/45R18YXL        04K117BLBCGK ,  406.5,     59,    3.3,    1.7,    0.4,    0.8,    1.4,    1.2,    0.3,    0.1,   15.0,    3.0,    1.5,    0.9,    0.6,    1.5,    0.8,    0.4,    0.6,  -14.2,    0.4,   14.6,   0.00,   0.21,   0.12,   0.00,   0.00,   0.00,   0.44,   0.09,   0.00,   0.22,   0.00,   0.18, 326.02,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      1,      1,      1,      1,
    206,2018/06/27  17:07:08,        A,   0800,              KT245/45R18YXL        04K117BLBCGK ,  406.5,     59,    6.4,    4.6,    0.4,    1.3,    2.8,    2.2,    0.2,    0.3,   11.6,    5.6,    3.8,    0.8,    1.1,    2.3,    1.9,    0.3,    0.2,  -15.0,   -1.7,   13.3,   0.00,   0.22,   0.19,   0.00,   0.00,   0.00,   0.41,   0.06,   0.00,   0.07,   0.00,   0.06, 325.92,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      1,      1,      1,      1,
    207,2018/06/27  17:07:36,        A,   0800,              KT245/45R18YXL        04K117BLBCGK ,  407.3,     59,    5.2,    2.3,    1.4,    0.7,    2.4,    0.6,    1.3,    0.9,   13.1,    4.9,    1.7,    1.4,    0.7,    2.1,    1.0,    1.2,    0.6,  -14.1,   -0.5,   13.6,   0.00,   0.19,   0.10,   0.00,   0.00,   0.00,   0.22,   0.09,   0.00,   0.06,   0.00,   0.06, 326.02,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      1,      1,      1,      1,
    208,2018/06/27  17:08:03,        A,   0800,              KT245/45R18YXL        04K117BLBCGK ,  408.0,     59,    6.9,    4.6,    0.5,    1.0,    2.2,    0.8,    1.3,    0.3,   12.8,    6.3,    4.2,    0.6,    1.0,    1.4,    0.6,    0.1,    0.2,  -13.8,   -0.5,   13.3,   0.00,   0.30,   0.20,   0.00,   0.00,   0.00,   0.45,   0.12,   0.00,   0.24,   0.00,   0.22, 325.71,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      1,      1,      1,      1,
    209,2018/06/27  17:08:30,        A,   0800,              KT245/45R18YXL        04K117BLBCGK ,  407.3,     59,    7.0,    5.4,    1.3,    1.0,    3.2,    3.0,    0.5,    0.1,   16.1,    6.2,    4.6,    1.0,    1.2,    3.8,    3.6,    0.7,    0.2,  -14.3,    0.9,   15.2,   0.00,   0.24,   0.14,   0.00,   0.00,   0.00,   0.58,   0.16,   0.00,   0.25,   0.00,   0.23, 326.02,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      1,      1,      1,      1,
    210,2018/06/27  17:11:24,        B,   0800,              KT245/45R18YXL        04K117BLBCGK ,  408.0,     59,   10.0,    8.1,    0.6,    1.0,    2.1,    1.3,    0.5,    0.6,   13.8,   10.0,    8.2,    0.8,    0.7,    1.7,    1.2,    0.8,    0.3,  -16.2,   -1.2,   15.0,   0.00,   0.38,   0.34,   0.00,   0.00,   0.00,   0.26,   0.21,   0.00,   0.08,   0.00,   0.05, 325.60,      A,      B,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      1,      1,      1,      1,
    211,2018/06/27  17:11:51,        A,   0800,              KT245/45R18YXL        04K117BLBCGK ,  406.5,     59,    4.1,    2.2,    0.9,    0.7,    1.6,    0.8,    0.5,    0.7,   14.1,    4.2,    2.2,    0.6,    0.7,    2.5,    1.8,    0.2,    0.8,  -14.3,   -0.1,   14.2,   0.00,   0.14,   0.10,   0.00,   0.00,   0.00,   0.43,   0.20,   0.00,   0.20,   0.00,   0.19, 325.81,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      1,      1,      1,      1,
    212,2018/06/27  17:12:18,        A,   0800,              KT245/45R18YXL        04K117BLBCGK ,  406.5,     59,    4.5,    2.0,    1.0,    0.9,    2.3,    1.6,    1.0,    0.4,   15.5,    4.0,    2.1,    1.1,    0.6,    2.0,    1.3,    1.1,    0.1,  -15.4,    0.1,   15.4,   0.00,   0.21,   0.08,   0.00,   0.00,   0.00,   0.30,   0.32,   0.00,   0.10,   0.00,   0.06, 325.81,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      1,      1,      1,      1,
    213,2018/06/27  17:12:45,        A,   0800,              KT245/45R18YXL        04K117BLBCGK ,  407.3,     59,    5.2,    2.7,    0.7,    0.6,    1.8,    1.3,    0.7,    0.2,   13.9,    4.1,    1.7,    0.7,    0.8,    1.7,    0.8,    0.9,    0.3,  -14.1,   -0.1,   14.0,   0.00,   0.25,   0.21,   0.00,   0.00,   0.00,   0.26,   0.24,   0.00,   0.03,   0.00,   0.04, 325.81,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      1,      1,      1,      1,
    214,2018/06/27  17:13:27,        A,   0800,              KT245/45R18YXL        04K117BLBCGK ,  407.3,     59,    3.1,    1.0,    1.2,    0.2,    1.9,    0.6,    1.0,    0.5,   15.1,    4.3,    2.8,    1.3,    0.3,    2.3,    1.8,    0.7,    0.4,  -15.2,    0.0,   15.2,   0.00,   0.11,   0.05,   0.00,   0.00,   0.00,   0.37,   0.26,   0.00,   0.19,   0.00,   0.21, 325.60,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      1,      1,      1,      1,
    215,2018/06/27  17:13:54,        B,   0800,              KT245/45R18YXL        04K117BLBCGK ,  408.0,     59,    9.9,    6.7,    2.0,    1.1,    2.8,    1.4,    1.4,    0.9,   15.4,    9.3,    5.1,    2.0,    1.2,    2.1,    0.2,    1.2,    0.8,  -16.2,   -0.4,   15.8,   0.00,   0.12,   0.02,   0.00,   0.00,   0.00,   0.35,   0.37,   0.00,   0.03,   0.00,   0.03, 325.71,      A,      B,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      1,      1,      1,      1,
    216,2018/06/27  17:14:21,        A,   0800,              KT245/45R18YXL        04K117BLBCGK ,  407.3,     59,    6.3,    4.5,    0.8,    0.9,    1.5,    0.4,    0.7,    0.6,   12.4,    5.9,    3.7,    1.3,    1.3,    2.0,    0.7,    1.2,    0.2,  -16.6,   -2.1,   14.5,   0.00,   0.16,   0.14,   0.00,   0.00,   0.00,   0.32,   0.23,   0.00,   0.11,   0.00,   0.05, 325.29,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      A,      1,      1,      1,      1,
